,arch,embed_size,embedder,evaluation,replication,score,stage,task,time_of_init
832,comparator,30,srn,matching,1,0.6100803957947241,expert,hypernyms_None,2018-12-02-05-38-45
833,comparator,30,srn,matching,1,0.5978835978836405,expert+rs,hypernyms_None,2018-12-02-05-38-45
834,comparator,30,srn,matching,0,0.6199006751537679,novice,nyms_ant,2018-12-02-05-38-45
835,comparator,30,srn,matching,0,0.5457851685904822,expert,nyms_ant,2018-12-02-05-38-45
836,comparator,30,srn,matching,0,0.5421841250549106,expert+rs,nyms_ant,2018-12-02-05-38-45
837,comparator,30,srn,matching,1,0.6170304340820089,novice,nyms_ant,2018-12-02-05-38-45
838,comparator,30,srn,matching,1,0.5466151526184313,expert,nyms_ant,2018-12-02-05-38-45
839,comparator,30,srn,matching,1,0.5424968261174303,expert+rs,nyms_ant,2018-12-02-05-38-45
840,comparator,30,lstm,matching,0,0.6574038251490972,novice,cohyponyms_semantic,2018-11-28-22-01-40
841,comparator,30,lstm,matching,0,0.6296392938145212,expert,cohyponyms_semantic,2018-11-28-22-01-40
842,comparator,30,lstm,matching,0,0.6213107891525388,expert+rs,cohyponyms_semantic,2018-11-28-22-01-40
843,comparator,30,lstm,matching,1,0.6568108144947185,novice,cohyponyms_semantic,2018-11-28-22-01-40
844,comparator,30,lstm,matching,1,0.6350105321402224,expert,cohyponyms_semantic,2018-11-28-22-01-40
845,comparator,30,lstm,matching,1,0.6210371997036358,expert+rs,cohyponyms_semantic,2018-11-28-22-01-40
846,comparator,30,lstm,matching,0,0.5744015540262377,novice,features_has,2018-11-28-22-01-40
847,comparator,30,lstm,matching,0,0.5225741238301617,expert,features_has,2018-11-28-22-01-40
848,comparator,30,lstm,matching,0,0.5185251740820147,expert+rs,features_has,2018-11-28-22-01-40
849,comparator,30,lstm,matching,1,0.5744015540262377,novice,features_has,2018-11-28-22-01-40
850,comparator,30,lstm,matching,1,0.5289665532165385,expert,features_has,2018-11-28-22-01-40
851,comparator,30,lstm,matching,1,0.525991437653668,expert+rs,features_has,2018-11-28-22-01-40
852,comparator,30,lstm,matching,0,0.5441499615548913,novice,features_is,2018-11-28-22-01-40
853,comparator,30,lstm,matching,0,0.5005611897222131,expert,features_is,2018-11-28-22-01-40
854,comparator,30,lstm,matching,0,0.5004810197618972,expert+rs,features_is,2018-11-28-22-01-40
855,comparator,30,lstm,matching,1,0.5441499615548913,novice,features_is,2018-11-28-22-01-40
856,comparator,30,lstm,matching,1,0.5007124194200822,expert,features_is,2018-11-28-22-01-40
857,comparator,30,lstm,matching,1,0.5004810197618972,expert+rs,features_is,2018-11-28-22-01-40
858,comparator,30,lstm,matching,0,0.6160590953191744,novice,nyms_syn,2018-11-28-22-01-40
859,comparator,30,lstm,matching,0,0.5842875326986889,expert,nyms_syn,2018-11-28-22-01-40
860,comparator,30,lstm,matching,0,0.5831119596369587,expert+rs,nyms_syn,2018-11-28-22-01-40
861,comparator,30,lstm,matching,1,0.6192638676004143,novice,nyms_syn,2018-11-28-22-01-40
862,comparator,30,lstm,matching,1,0.5818976831739258,expert,nyms_syn,2018-11-28-22-01-40
863,comparator,30,lstm,matching,1,0.5835409667978563,expert+rs,nyms_syn,2018-11-28-22-01-40
864,comparator,30,lstm,matching,0,0.6412061035469783,novice,cohyponyms_syntactic,2018-11-28-22-01-40
865,comparator,30,lstm,matching,0,0.6436793330467201,expert,cohyponyms_syntactic,2018-11-28-22-01-40
866,comparator,30,lstm,matching,0,0.5893964943950831,expert+rs,cohyponyms_syntactic,2018-11-28-22-01-40
867,comparator,30,lstm,matching,1,0.6395795088827028,novice,cohyponyms_syntactic,2018-11-28-22-01-40
868,comparator,30,lstm,matching,1,0.6473770113108636,expert,cohyponyms_syntactic,2018-11-28-22-01-40
869,comparator,30,lstm,matching,1,0.5891066732565094,expert+rs,cohyponyms_syntactic,2018-11-28-22-01-40
870,comparator,30,lstm,matching,0,0.642479213907827,novice,hypernyms_None,2018-11-28-22-01-40
871,comparator,30,lstm,matching,0,0.6020751735037755,expert,hypernyms_None,2018-11-28-22-01-40
872,comparator,30,lstm,matching,0,0.5923864495293374,expert+rs,hypernyms_None,2018-11-28-22-01-40
873,comparator,30,lstm,matching,1,0.6428571428571801,novice,hypernyms_None,2018-11-28-22-01-40
874,comparator,30,lstm,matching,1,0.6078471792757842,expert,hypernyms_None,2018-11-28-22-01-40
875,comparator,30,lstm,matching,1,0.5944135229849724,expert+rs,hypernyms_None,2018-11-28-22-01-40
876,comparator,30,lstm,matching,0,0.6149400267098819,novice,nyms_ant,2018-11-28-22-01-40
877,comparator,30,lstm,matching,0,0.5487301935754847,expert,nyms_ant,2018-11-28-22-01-40
878,comparator,30,lstm,matching,0,0.5472690732691209,expert+rs,nyms_ant,2018-11-28-22-01-40
879,comparator,30,lstm,matching,1,0.6142364467287195,novice,nyms_ant,2018-11-28-22-01-40
880,comparator,30,lstm,matching,1,0.5519013956006462,expert,nyms_ant,2018-11-28-22-01-40
881,comparator,30,lstm,matching,1,0.5485886204054224,expert+rs,nyms_ant,2018-11-28-22-01-40
882,comparator,200,wd,matching,0,0.597671520140614,novice,cohyponyms_semantic,2018-12-09-00-19-44
883,comparator,200,wd,matching,0,0.5878602231659213,expert,cohyponyms_semantic,2018-12-09-00-19-44
884,comparator,200,wd,matching,0,0.5402473256775892,expert+rs,cohyponyms_semantic,2018-12-09-00-19-44
885,comparator,200,wd,matching,1,0.597671520140614,novice,cohyponyms_semantic,2018-12-09-00-19-44
886,comparator,200,wd,matching,1,0.5888346212727007,expert,cohyponyms_semantic,2018-12-09-00-19-44
887,comparator,200,wd,matching,1,0.5410604982296258,expert+rs,cohyponyms_semantic,2018-12-09-00-19-44
888,comparator,200,wd,matching,0,0.5958277210212838,novice,features_has,2018-12-09-00-19-44
889,comparator,200,wd,matching,0,0.5935577738844042,expert,features_has,2018-12-09-00-19-44
890,comparator,200,wd,matching,0,0.5831526888817795,expert+rs,features_has,2018-12-09-00-19-44
891,comparator,200,wd,matching,1,0.5915886844457545,novice,features_has,2018-12-09-00-19-44
892,comparator,200,wd,matching,1,0.5908328812796372,expert,features_has,2018-12-09-00-19-44
893,comparator,200,wd,matching,1,0.5801815273137416,expert+rs,features_has,2018-12-09-00-19-44
894,comparator,200,wd,matching,0,0.5302514057074094,novice,features_is,2018-12-09-00-19-44
895,comparator,200,wd,matching,0,0.5605254047672165,expert,features_is,2018-12-09-00-19-44
896,comparator,200,wd,matching,0,0.5459005819610504,expert+rs,features_is,2018-12-09-00-19-44
897,comparator,200,wd,matching,1,0.5337581126534146,novice,features_is,2018-12-09-00-19-44
898,comparator,200,wd,matching,1,0.5609900261281399,expert,features_is,2018-12-09-00-19-44
899,comparator,200,wd,matching,1,0.5475287609732986,expert+rs,features_is,2018-12-09-00-19-44
900,comparator,200,wd,matching,0,0.5697488510432629,novice,nyms_syn,2018-12-09-00-19-44
901,comparator,200,wd,matching,0,0.5554596277898779,expert,nyms_syn,2018-12-09-00-19-44
902,comparator,200,wd,matching,0,0.5569863736802664,expert+rs,nyms_syn,2018-12-09-00-19-44
903,comparator,200,wd,matching,1,0.56794757641397,novice,nyms_syn,2018-12-09-00-19-44
904,comparator,200,wd,matching,1,0.5568496052451808,expert,nyms_syn,2018-12-09-00-19-44
905,comparator,200,wd,matching,1,0.5548666339482626,expert+rs,nyms_syn,2018-12-09-00-19-44
906,comparator,200,wd,matching,0,0.5141411149743761,novice,cohyponyms_syntactic,2018-12-09-00-19-44
907,comparator,200,wd,matching,0,0.5144219046600312,expert,cohyponyms_syntactic,2018-12-09-00-19-44
908,comparator,200,wd,matching,0,0.5005143928995911,expert+rs,cohyponyms_syntactic,2018-12-09-00-19-44
909,comparator,200,wd,matching,1,0.5123150803534976,novice,cohyponyms_syntactic,2018-12-09-00-19-44
910,comparator,200,wd,matching,1,0.5110660996597862,expert,cohyponyms_syntactic,2018-12-09-00-19-44
911,comparator,200,wd,matching,1,0.5011313348180835,expert+rs,cohyponyms_syntactic,2018-12-09-00-19-44
912,comparator,200,wd,matching,0,0.6582835154264151,novice,hypernyms_None,2018-12-09-00-19-44
913,comparator,200,wd,matching,0,0.5799147942005516,expert,hypernyms_None,2018-12-09-00-19-44
914,comparator,200,wd,matching,0,0.5791589363018375,expert+rs,hypernyms_None,2018-12-09-00-19-44
915,comparator,200,wd,matching,1,0.6581804438947777,novice,hypernyms_None,2018-12-09-00-19-44
916,comparator,200,wd,matching,1,0.5764447193019044,expert,hypernyms_None,2018-12-09-00-19-44
917,comparator,200,wd,matching,1,0.5718065003779721,expert+rs,hypernyms_None,2018-12-09-00-19-44
918,comparator,200,wd,matching,0,0.5428204941268838,novice,nyms_ant,2018-12-09-00-19-44
919,comparator,200,wd,matching,0,0.5651136748719443,expert,nyms_ant,2018-12-09-00-19-44
920,comparator,200,wd,matching,0,0.5592994298675104,expert+rs,nyms_ant,2018-12-09-00-19-44
921,comparator,200,wd,matching,1,0.5428204941268838,novice,nyms_ant,2018-12-09-00-19-44
922,comparator,200,wd,matching,1,0.5696132221408494,expert,nyms_ant,2018-12-09-00-19-44
923,comparator,200,wd,matching,1,0.5596050258086527,expert+rs,nyms_ant,2018-12-09-00-19-44
